Place,City,total_reviews,rating_promedio,negativo,neutral,positivo,prop_negativo,prop_neutral,prop_positivo,indice_percepcion
Shri Ganesh Temple,Anjarle,235,4.361702127659575,6,40,189,0.02553191489361702,0.1702127659574468,0.8042553191489362,0.7787234042553192
narmada river puja,Jabalpur,131,4.229007633587786,3,23,105,0.022900763358778626,0.17557251908396945,0.8015267175572519,0.7786259541984732
Timber Trail,Chandigarh,411,4.3892944038929445,23,45,343,0.05596107055961071,0.10948905109489052,0.8345498783454988,0.778588807785888
Lansdowne,Lansdowne,140,4.478571428571429,5,21,114,0.03571428571428571,0.15,0.8142857142857143,0.7785714285714286
Happy Valley Tea Estate,Darjeeling,668,4.449101796407185,25,98,545,0.0374251497005988,0.1467065868263473,0.8158682634730539,0.778443113772455
Karmatang Beach,North Andaman Island,9,4.555555555555555,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Mayuri Nursery,Mahbubnagar,9,4.555555555555555,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
The Place of Art,Udaipur,9,4.555555555555555,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Vaishnu Devi Mandir,Firozabad,9,4.555555555555555,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Varai Dham Golden Temple,Palanpur,9,4.555555555555555,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Play Around Indoor Kids Play Center,Mumbai,18,4.5,1,2,15,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.7777777777777778
Arivu Thirukoil,Pollachi Town,18,4.444444444444445,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Back 2 Village - Day Tours,Vaikom,18,4.444444444444445,1,2,15,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.7777777777777778
Bihar Police Museum,Patna,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Botanical Survey of India Orchidarium,Shillong,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
GoodEarth City Centre,Sohna,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Kumarakom Craft Museum,Kumarakom,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Lavish Antique Clocks,Alibaug,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
MCGM Garden Oshiwara,Mumbai,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Outram ghat,Kolkata,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Phensang Monastery,Gangtok,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Seeku Parai View Point,Namakkal,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Shri Atmasiddhi Shastra Rachana Bhoomi,Nadiad,18,4.444444444444445,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Shri Mahalaxmi Mandir,Pune,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sradhanjali Kanan,Guwahati,36,4.444444444444445,1,6,29,0.027777777777777776,0.16666666666666666,0.8055555555555556,0.7777777777777778
Vidyadhar Garden,Jaipur,9,4.444444444444445,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Blue World Theme Park,Kanpur,99,4.404040404040404,5,12,82,0.050505050505050504,0.12121212121212122,0.8282828282828283,0.7777777777777778
Kumaran Kundram,Chennai,36,4.388888888888889,1,6,29,0.027777777777777776,0.16666666666666666,0.8055555555555556,0.7777777777777778
Sri Veeranarayana Temple,Chikmagalur,108,4.37962962962963,2,20,86,0.018518518518518517,0.18518518518518517,0.7962962962962963,0.7777777777777778
Fateh Sagar Lake,Udaipur,90,4.377777777777778,2,16,72,0.022222222222222223,0.17777777777777778,0.8,0.7777777777777778
Shri Mahalasa Temple,Ponda,90,4.377777777777778,2,16,72,0.022222222222222223,0.17777777777777778,0.8,0.7777777777777778
Lal Pari Lake,Rajkot,27,4.37037037037037,0,6,21,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Kondana Caves,Raigad,36,4.361111111111111,1,6,29,0.027777777777777776,0.16666666666666666,0.8055555555555556,0.7777777777777778
Angrabadi Temple Complex,Ranchi,18,4.333333333333333,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Areraj Mandir,Motihari,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Gurudwara Talhan Sahib Ji,Jalandhar,18,4.333333333333333,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Indira Gandhi Memorial Botanical Garden,Raebareli,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Infant Jesus Cathedral,Kollam,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Kamala The Craft Outlet,New Delhi,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Kulant Pith,Kullu,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Pandit Jawaharlal Nehru National Park,Nagpur,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Pugazhimalai Shree Arupadai Murugan Temple,Karur,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sajar Nangli Thadlaskein Lake,Jowai,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sri Govardhana Kshetra,Bengaluru,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sri Raghavendra Matha,Bengaluru,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Srinivasa Perumal Temple,Chennai,9,4.333333333333333,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
The Grand Madina Masjid,Shillong,18,4.333333333333333,1,2,15,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.7777777777777778
Tonglu,Singalila National Park,27,4.333333333333333,0,6,21,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Ghorakhal Golu Devta Temple,Bhowali,54,4.314814814814815,0,12,42,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Indirapuram Habitat Centre,Ghaziabad,36,4.305555555555555,1,6,29,0.027777777777777776,0.16666666666666666,0.8055555555555556,0.7777777777777778
Bishop's Palace,Panjim,18,4.277777777777778,1,2,15,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.7777777777777778
Fateh Prakash Palace,Udaipur,171,4.2631578947368425,4,30,137,0.023391812865497075,0.17543859649122806,0.8011695906432749,0.7777777777777778
Ananthanatha Swami Temple,Kalpetta,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Bahuchar Mata Temple,Mehsana,36,4.222222222222222,1,6,29,0.027777777777777776,0.16666666666666666,0.8055555555555556,0.7777777777777778
Baleshwar Beach,Puri,18,4.222222222222222,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Bhamragarh Wildlife Sanctuary,Chandrapur,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Chakra Teertham,Tirupati,18,4.222222222222222,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Gurdwara Amb Sahib,Mohali,18,4.222222222222222,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Italian Garden,Gwalior,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Malayalappuzha Devi Temple,Pathanamthitta,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Meenvallam Water Falls,Mannarkkad,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Pangna-Karsog Valley,Mandi,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Parliament Museum,New Delhi,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Raghvendra Swamy Brindavana,Kurnool,36,4.222222222222222,0,8,28,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Ram Rekha Dham,Ranchi,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Rishimangalam Temple,Trivandrum,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
"Shri Munisuvrat Swami Jain Temple, Bharuch",Bharuch,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sree Ramaswami Temple,Thalassery,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sri Ramar Temple,Salem,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sri Uttara Guruvayurappan Temple,Chennai,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
St Xavier Church,Kanyakumari,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
St. Marys Jacobite Syrian Church,Ernakulam,9,4.222222222222222,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Swami Vivekanand Park,Haridwar,18,4.222222222222222,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Adhar Devi Temple,Mount Abu,144,4.208333333333333,2,28,114,0.013888888888888888,0.19444444444444445,0.7916666666666666,0.7777777777777778
Chail Gurudwara Sahib,Chail,45,4.2,1,8,36,0.022222222222222223,0.17777777777777778,0.8,0.7777777777777778
"Sri Mayapur Chandrodaya Mandir, ISKCON",Mayapur,27,4.185185185185185,0,6,21,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Baba Mohan Ram Temple,Bhiwadi,18,4.166666666666667,1,2,15,0.05555555555555555,0.1111111111111111,0.8333333333333334,0.7777777777777778
Doodh Baori,Mount Abu,18,4.166666666666667,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Great Bowl,Sanchi,18,4.166666666666667,0,4,14,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Baba Barchi Bahadur Dargah,Aligarh,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Bangeshwar Mahadev,Howrah,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Kerala Folklore Academy,Kannur,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Lepcha Museum,Kalimpong,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Our Lady of Lourdes Shrine,Chennai,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sri Maha Prathyangira Devi,Chennai,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Suvarnavathi Dam,Mysuru (Mysore),9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Swami Nithyanand Ashram,Kasaragod,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Tomb of Hasan Khan Sur,Sasaram,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Wei Sawdong,Sohra,9,4.111111111111111,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Dakhini Darwaza,Agra,9,4.0,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Pagla Baba Ashram,Deoghar,9,4.0,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Ram Temple,Vashisht,9,4.0,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Varadamoola,Sagara,9,4.0,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
East Delhi Mall,Ghaziabad,27,3.962962962962963,2,2,23,0.07407407407407407,0.07407407407407407,0.8518518518518519,0.7777777777777778
Barbarua Maidam,Dibrugarh,9,3.888888888888889,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Dhosi Hill,Mahendragarh,9,3.888888888888889,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Little Art Gallery,Mahabalipuram,9,3.888888888888889,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Prasanna Venkatachalapathy Temple,Tiruchirappalli,9,3.888888888888889,0,2,7,0.0,0.2222222222222222,0.7777777777777778,0.7777777777777778
Sanskriti Museum of Everyday Art,New Delhi,27,4.481481481481482,1,4,22,0.037037037037037035,0.14814814814814814,0.8148148148148148,0.7777777777777777
Ambedkar Stadium,New Delhi,9,4.444444444444445,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Basilica of Our Lady of Graces,Meerut,27,4.444444444444445,3,0,24,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Kelva Dam,Thane,9,4.444444444444445,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Chakratirth Beach,Diu,63,4.365079365079365,3,8,52,0.047619047619047616,0.12698412698412698,0.8253968253968254,0.7777777777777777
Bundlamata Temple,Palampur,9,4.333333333333333,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Gautala Autramghat Sanctuary,Kannad,9,4.333333333333333,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Junglehood,Pune,9,4.333333333333333,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Shalimar Gardens,Kapurthala,9,4.333333333333333,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Rani Rupmati Mosque,Ahmedabad,9,4.222222222222222,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Arulmigu Masani Amman Temple,Pollachi Town,9,4.111111111111111,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Dwarksuid,Shillong,9,4.111111111111111,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Sweet Water Lake,Paliyem,9,4.111111111111111,1,0,8,0.1111111111111111,0.0,0.8888888888888888,0.7777777777777777
Simhachalam Temple,Visakhapatnam (Vizag),728,4.248626373626373,18,126,584,0.024725274725274724,0.17307692307692307,0.8021978021978022,0.7774725274725275
Crafts Museum,New Delhi,229,4.358078602620087,10,31,188,0.043668122270742356,0.13537117903930132,0.8209606986899564,0.777292576419214
Nakki Lake,Mount Abu,1324,4.3089123867069485,71,153,1100,0.05362537764350453,0.11555891238670694,0.8308157099697885,0.777190332326284
Funcity,Ramgarh,175,4.474285714285714,11,17,147,0.06285714285714286,0.09714285714285714,0.84,0.7771428571428571
Tomb of Itimad-ud-Daulah,Agra,1698,4.3462897526501765,55,269,1374,0.032391048292108364,0.15842167255594816,0.8091872791519434,0.7767962308598351
Kaneri Math,Kolhapur,94,4.26595744680851,1,19,74,0.010638297872340425,0.20212765957446807,0.7872340425531915,0.7765957446808511
Mata Mansa Devi Mandir,Panchkula,161,4.291925465838509,5,26,130,0.031055900621118012,0.16149068322981366,0.8074534161490683,0.7763975155279503
Shrungagiri Sri Shanmukha Temple,Bengaluru,76,4.394736842105263,1,15,60,0.013157894736842105,0.19736842105263158,0.7894736842105263,0.7763157894736842
Kanak Vrindavan Gardens,Jaipur,67,4.388059701492537,4,7,56,0.05970149253731343,0.1044776119402985,0.835820895522388,0.7761194029850746
St. Lourdes Church,Tiruchirappalli,67,4.253731343283582,0,15,52,0.0,0.22388059701492538,0.7761194029850746,0.7761194029850746
White Desert,Bhuj,951,4.316508937960042,18,177,756,0.01892744479495268,0.1861198738170347,0.7949526813880127,0.77602523659306
Pari Mahal,Srinagar,848,4.287735849056604,29,132,687,0.03419811320754717,0.15566037735849056,0.8101415094339622,0.7759433962264151
Queen's Fort,Maheshwar,116,4.344827586206897,4,18,94,0.034482758620689655,0.15517241379310345,0.8103448275862069,0.7758620689655172
Surya Narayan Temple,Ranakpur,58,4.258620689655173,3,7,48,0.05172413793103448,0.1206896551724138,0.8275862068965517,0.7758620689655172
Bharat Mandir,Porbandar,58,4.241379310344827,2,9,47,0.034482758620689655,0.15517241379310345,0.8103448275862069,0.7758620689655172
Butterfly Research Centre and Fundraiser Cafe,Bhimtal,49,4.387755102040816,2,7,40,0.04081632653061224,0.14285714285714285,0.8163265306122449,0.7755102040816326
Holy Cross Church,Kollam,49,4.326530612244898,0,11,38,0.0,0.22448979591836735,0.7755102040816326,0.7755102040816326
Vaigai Dam,Madurai,49,4.326530612244898,2,7,40,0.04081632653061224,0.14285714285714285,0.8163265306122449,0.7755102040816326
Karikkakom Chamundi Devi Temple,Trivandrum,49,4.224489795918367,1,9,39,0.02040816326530612,0.1836734693877551,0.7959183673469388,0.7755102040816326
Vashishta Gufa,Rishikesh,178,4.325842696629214,2,36,140,0.011235955056179775,0.20224719101123595,0.7865168539325843,0.7752808988764045
Krishna-Sudama Temple,Porbandar,40,4.3,1,7,32,0.025,0.175,0.8,0.775
Adyanpara Waterfalls,Nilambur,40,4.375,2,5,33,0.05,0.125,0.825,0.7749999999999999
Hanogi Mata Temple,Kullu,40,4.225,2,5,33,0.05,0.125,0.825,0.7749999999999999
Shiv Bari Temple,Bikaner,40,4.225,2,5,33,0.05,0.125,0.825,0.7749999999999999
Cooch Behar Rajbari,Cooch Behar,80,4.2125,4,10,66,0.05,0.125,0.825,0.7749999999999999
The Cabo Palace,Candolim,40,4.15,2,5,33,0.05,0.125,0.825,0.7749999999999999
Basilica of Our Lady of Good Health,Velankanni,151,4.3841059602649,6,22,123,0.039735099337748346,0.1456953642384106,0.8145695364238411,0.7748344370860928
Gangeshwar Temple,Diu,373,4.2171581769437,9,66,298,0.024128686327077747,0.1769436997319035,0.7989276139410187,0.774798927613941
Anantagiri Hills,Hyderabad,71,4.394366197183099,3,10,58,0.04225352112676056,0.14084507042253522,0.8169014084507042,0.7746478873239437
Museum of Anatomy & Pathology,Manipal,71,4.211267605633803,2,12,57,0.028169014084507043,0.16901408450704225,0.8028169014084507,0.7746478873239437
Sri Ramana Ashram,Thiruvannamalai,235,4.353191489361702,3,47,185,0.01276595744680851,0.2,0.7872340425531915,0.774468085106383
Jain Temples,Jaisalmer,767,4.295958279009127,22,129,616,0.028683181225554105,0.1681877444589309,0.803129074315515,0.7744458930899608
Hunder Sand Dunes,Hunder,133,4.2481203007518795,2,26,105,0.015037593984962405,0.19548872180451127,0.7894736842105263,0.7744360902255639
Poovar Island,Trivandrum,1249,4.33146517213771,45,192,1012,0.036028823058446756,0.15372297838270615,0.8102481985588471,0.7742193755004003
Sundha Mata Temple,Jalore,31,4.451612903225806,0,7,24,0.0,0.22580645161290322,0.7741935483870968,0.7741935483870968
Zuari River,Vasco da Gama,31,4.419354838709677,0,7,24,0.0,0.22580645161290322,0.7741935483870968,0.7741935483870968
Virasat E Khalsa,Rupnagar,93,4.376344086021505,6,9,78,0.06451612903225806,0.0967741935483871,0.8387096774193549,0.7741935483870968
Bay Island Driftwood Museum,Kottayam,62,4.32258064516129,0,14,48,0.0,0.22580645161290322,0.7741935483870968,0.7741935483870968
Bellary Fort,Bellary,31,4.32258064516129,0,7,24,0.0,0.22580645161290322,0.7741935483870968,0.7741935483870968
Mahatma Gandhi Park,Bengaluru,31,4.32258064516129,1,5,25,0.03225806451612903,0.16129032258064516,0.8064516129032258,0.7741935483870968
